userId	geneSymbol	geneName	entrezgene	gLink
Spi1	Spi1	spleen focus forming virus (SFFV) proviral integration oncogene	20375	https://www.ncbi.nlm.nih.gov/gene/?term=20375
Rhoc	Rhoc	ras homolog family member C	11853	https://www.ncbi.nlm.nih.gov/gene/?term=11853
Irf9	Irf9	interferon regulatory factor 9	16391	https://www.ncbi.nlm.nih.gov/gene/?term=16391
Dhrs1	Dhrs1	dehydrogenase/reductase (SDR family) member 1	52585	https://www.ncbi.nlm.nih.gov/gene/?term=52585
Axl	Axl	AXL receptor tyrosine kinase	26362	https://www.ncbi.nlm.nih.gov/gene/?term=26362
Tgfb1	Tgfb1	transforming growth factor, beta 1	21803	https://www.ncbi.nlm.nih.gov/gene/?term=21803
Lcp2	Lcp2	lymphocyte cytosolic protein 2	16822	https://www.ncbi.nlm.nih.gov/gene/?term=16822
Mcm2	Mcm2	minichromosome maintenance complex component 2	17216	https://www.ncbi.nlm.nih.gov/gene/?term=17216
Bcam	Bcam	basal cell adhesion molecule	57278	https://www.ncbi.nlm.nih.gov/gene/?term=57278
Apoe	Apoe	apolipoprotein E	11816	https://www.ncbi.nlm.nih.gov/gene/?term=11816
St8sia6	St8sia6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	241230	https://www.ncbi.nlm.nih.gov/gene/?term=241230
Fcgrt	Fcgrt	Fc receptor, IgG, alpha chain transporter	14132	https://www.ncbi.nlm.nih.gov/gene/?term=14132
Slc25a1	Slc25a1	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1	13358	https://www.ncbi.nlm.nih.gov/gene/?term=13358
Stat3	Stat3	signal transducer and activator of transcription 3	20848	https://www.ncbi.nlm.nih.gov/gene/?term=20848
Adgre1	Adgre1	adhesion G protein-coupled receptor E1	13733	https://www.ncbi.nlm.nih.gov/gene/?term=13733
Plod3	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	26433	https://www.ncbi.nlm.nih.gov/gene/?term=26433
Slc25a18	Slc25a18	solute carrier family 25 (mitochondrial carrier), member 18	71803	https://www.ncbi.nlm.nih.gov/gene/?term=71803
Rasa4	Rasa4	RAS p21 protein activator 4	54153	https://www.ncbi.nlm.nih.gov/gene/?term=54153
Man2b1	Man2b1	mannosidase 2, alpha B1	17159	https://www.ncbi.nlm.nih.gov/gene/?term=17159
Hmox1	Hmox1	heme oxygenase 1	15368	https://www.ncbi.nlm.nih.gov/gene/?term=15368
Ampd3	Ampd3	adenosine monophosphate deaminase 3	11717	https://www.ncbi.nlm.nih.gov/gene/?term=11717
Elovl1	Elovl1	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1	54325	https://www.ncbi.nlm.nih.gov/gene/?term=54325
Cyba	Cyba	cytochrome b-245, alpha polypeptide	13057	https://www.ncbi.nlm.nih.gov/gene/?term=13057
Itih3	Itih3	inter-alpha trypsin inhibitor, heavy chain 3	16426	https://www.ncbi.nlm.nih.gov/gene/?term=16426
Clic1	Clic1	chloride intracellular channel 1	114584	https://www.ncbi.nlm.nih.gov/gene/?term=114584
Ctsd	Ctsd	cathepsin D	13033	https://www.ncbi.nlm.nih.gov/gene/?term=13033
Rplp1	Rplp1	ribosomal protein, large, P1	56040	https://www.ncbi.nlm.nih.gov/gene/?term=56040
Fgfrl1	Fgfrl1	fibroblast growth factor receptor-like 1	116701	https://www.ncbi.nlm.nih.gov/gene/?term=116701
Elk3	Elk3	ELK3, member of ETS oncogene family	13713	https://www.ncbi.nlm.nih.gov/gene/?term=13713
Rpl10	Rpl10	ribosomal protein L10	110954	https://www.ncbi.nlm.nih.gov/gene/?term=110954
Fxyd5	Fxyd5	FXYD domain-containing ion transport regulator 5	18301	https://www.ncbi.nlm.nih.gov/gene/?term=18301
Bnip2	Bnip2	BCL2/adenovirus E1B interacting protein 2	12175	https://www.ncbi.nlm.nih.gov/gene/?term=12175
Rps5	Rps5	ribosomal protein S5	20103	https://www.ncbi.nlm.nih.gov/gene/?term=20103
Dguok	Dguok	deoxyguanosine kinase	27369	https://www.ncbi.nlm.nih.gov/gene/?term=27369
Csf1	Csf1	colony stimulating factor 1 (macrophage)	12977	https://www.ncbi.nlm.nih.gov/gene/?term=12977
Lrrk1	Lrrk1	leucine-rich repeat kinase 1	233328	https://www.ncbi.nlm.nih.gov/gene/?term=233328
Abca1	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	11303	https://www.ncbi.nlm.nih.gov/gene/?term=11303
Nfe2l2	Nfe2l2	nuclear factor, erythroid derived 2, like 2	18024	https://www.ncbi.nlm.nih.gov/gene/?term=18024
Ncf1	Ncf1	neutrophil cytosolic factor 1	17969	https://www.ncbi.nlm.nih.gov/gene/?term=17969
Fli1	Fli1	Friend leukemia integration 1	14247	https://www.ncbi.nlm.nih.gov/gene/?term=14247
Ctsz	Ctsz	cathepsin Z	64138	https://www.ncbi.nlm.nih.gov/gene/?term=64138
Lamp2	Lamp2	lysosomal-associated membrane protein 2	16784	https://www.ncbi.nlm.nih.gov/gene/?term=16784
Il13ra1	Il13ra1	interleukin 13 receptor, alpha 1	16164	https://www.ncbi.nlm.nih.gov/gene/?term=16164
Ctsa	Ctsa	cathepsin A	19025	https://www.ncbi.nlm.nih.gov/gene/?term=19025
Slc12a4	Slc12a4	solute carrier family 12, member 4	20498	https://www.ncbi.nlm.nih.gov/gene/?term=20498
Cyth4	Cyth4	cytohesin 4	72318	https://www.ncbi.nlm.nih.gov/gene/?term=72318
Pmp22	Pmp22	peripheral myelin protein 22	18858	https://www.ncbi.nlm.nih.gov/gene/?term=18858
Sparc	Sparc	secreted acidic cysteine rich glycoprotein	20692	https://www.ncbi.nlm.nih.gov/gene/?term=20692
Ikzf1	Ikzf1	IKAROS family zinc finger 1	22778	https://www.ncbi.nlm.nih.gov/gene/?term=22778
Cd68	Cd68	CD68 antigen	12514	https://www.ncbi.nlm.nih.gov/gene/?term=12514
Lsp1	Lsp1	lymphocyte specific 1	16985	https://www.ncbi.nlm.nih.gov/gene/?term=16985
Plod1	Plod1	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	18822	https://www.ncbi.nlm.nih.gov/gene/?term=18822
Gyg	Gyg	glycogenin	27357	https://www.ncbi.nlm.nih.gov/gene/?term=27357
Rcn3	Rcn3	reticulocalbin 3, EF-hand calcium binding domain	52377	https://www.ncbi.nlm.nih.gov/gene/?term=52377
Srgn	Srgn	serglycin	19073	https://www.ncbi.nlm.nih.gov/gene/?term=19073
Sgpl1	Sgpl1	sphingosine phosphate lyase 1	20397	https://www.ncbi.nlm.nih.gov/gene/?term=20397
Slc1a4	Slc1a4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	55963	https://www.ncbi.nlm.nih.gov/gene/?term=55963
Dock2	Dock2	dedicator of cyto-kinesis 2	94176	https://www.ncbi.nlm.nih.gov/gene/?term=94176
Aldh1l2	Aldh1l2	aldehyde dehydrogenase 1 family, member L2	216188	https://www.ncbi.nlm.nih.gov/gene/?term=216188
Rhbdf1	Rhbdf1	rhomboid 5 homolog 1	13650	https://www.ncbi.nlm.nih.gov/gene/?term=13650
Rack1	Rack1	receptor for activated C kinase 1	14694	https://www.ncbi.nlm.nih.gov/gene/?term=14694
Pdlim4	Pdlim4	PDZ and LIM domain 4	30794	https://www.ncbi.nlm.nih.gov/gene/?term=30794
Havcr2	Havcr2	hepatitis A virus cellular receptor 2	171285	https://www.ncbi.nlm.nih.gov/gene/?term=171285
Tcn2	Tcn2	transcobalamin 2	21452	https://www.ncbi.nlm.nih.gov/gene/?term=21452
Pik3cg	Pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	30955	https://www.ncbi.nlm.nih.gov/gene/?term=30955
Mrc2	Mrc2	mannose receptor, C type 2	17534	https://www.ncbi.nlm.nih.gov/gene/?term=17534
Adap2	Adap2	ArfGAP with dual PH domains 2	216991	https://www.ncbi.nlm.nih.gov/gene/?term=216991
Trim47	Trim47	tripartite motif-containing 47	217333	https://www.ncbi.nlm.nih.gov/gene/?term=217333
Abcc3	Abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	76408	https://www.ncbi.nlm.nih.gov/gene/?term=76408
Gfap	Gfap	glial fibrillary acidic protein	14580	https://www.ncbi.nlm.nih.gov/gene/?term=14580
Serpina3n	Serpina3n	serine (or cysteine) peptidase inhibitor, clade A, member 3N	20716	https://www.ncbi.nlm.nih.gov/gene/?term=20716
Smoc1	Smoc1	SPARC related modular calcium binding 1	64075	https://www.ncbi.nlm.nih.gov/gene/?term=64075
Lgmn	Lgmn	legumain	19141	https://www.ncbi.nlm.nih.gov/gene/?term=19141
Npc2	Npc2	NPC intracellular cholesterol transporter 2	67963	https://www.ncbi.nlm.nih.gov/gene/?term=67963
Gpld1	Gpld1	glycosylphosphatidylinositol specific phospholipase D1	14756	https://www.ncbi.nlm.nih.gov/gene/?term=14756
Mcur1	Mcur1	mitochondrial calcium uniporter regulator 1	76137	https://www.ncbi.nlm.nih.gov/gene/?term=76137
Ripk1	Ripk1	receptor (TNFRSF)-interacting serine-threonine kinase 1	19766	https://www.ncbi.nlm.nih.gov/gene/?term=19766
Syk	Syk	spleen tyrosine kinase	20963	https://www.ncbi.nlm.nih.gov/gene/?term=20963
Ctsl	Ctsl	cathepsin L	13039	https://www.ncbi.nlm.nih.gov/gene/?term=13039
Golm1	Golm1	golgi membrane protein 1	105348	https://www.ncbi.nlm.nih.gov/gene/?term=105348
Erbin	Erbin	Erbb2 interacting protein	59079	https://www.ncbi.nlm.nih.gov/gene/?term=59079
Il6st	Il6st	interleukin 6 signal transducer	16195	https://www.ncbi.nlm.nih.gov/gene/?term=16195
Glud1	Glud1	glutamate dehydrogenase 1	14661	https://www.ncbi.nlm.nih.gov/gene/?term=14661
Plau	Plau	plasminogen activator, urokinase	18792	https://www.ncbi.nlm.nih.gov/gene/?term=18792
Rnase4	Rnase4	ribonuclease, RNase A family 4	58809	https://www.ncbi.nlm.nih.gov/gene/?term=58809
Galnt15	Galnt15	polypeptide N-acetylgalactosaminyltransferase 15	78754	https://www.ncbi.nlm.nih.gov/gene/?term=78754
Ctsb	Ctsb	cathepsin B	13030	https://www.ncbi.nlm.nih.gov/gene/?term=13030
Spata13	Spata13	spermatogenesis associated 13	219140	https://www.ncbi.nlm.nih.gov/gene/?term=219140
Lcp1	Lcp1	lymphocyte cytosolic protein 1	18826	https://www.ncbi.nlm.nih.gov/gene/?term=18826
Clu	Clu	clusterin	12759	https://www.ncbi.nlm.nih.gov/gene/?term=12759
Osmr	Osmr	oncostatin M receptor	18414	https://www.ncbi.nlm.nih.gov/gene/?term=18414
Lrp10	Lrp10	low-density lipoprotein receptor-related protein 10	65107	https://www.ncbi.nlm.nih.gov/gene/?term=65107
Rida	Rida	reactive intermediate imine deaminase A homolog	15473	https://www.ncbi.nlm.nih.gov/gene/?term=15473
Parvg	Parvg	parvin, gamma	64099	https://www.ncbi.nlm.nih.gov/gene/?term=64099
Naga	Naga	N-acetyl galactosaminidase, alpha	17939	https://www.ncbi.nlm.nih.gov/gene/?term=17939
Nckap1l	Nckap1l	NCK associated protein 1 like	105855	https://www.ncbi.nlm.nih.gov/gene/?term=105855
Litaf	Litaf	LPS-induced TN factor	56722	https://www.ncbi.nlm.nih.gov/gene/?term=56722
Emp2	Emp2	epithelial membrane protein 2	13731	https://www.ncbi.nlm.nih.gov/gene/?term=13731
Scrib	Scrib	scribbled planar cell polarity	105782	https://www.ncbi.nlm.nih.gov/gene/?term=105782
Naprt	Naprt	nicotinate phosphoribosyltransferase	223646	https://www.ncbi.nlm.nih.gov/gene/?term=223646
Itgb5	Itgb5	integrin beta 5	16419	https://www.ncbi.nlm.nih.gov/gene/?term=16419
Adamts1	Adamts1	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1	11504	https://www.ncbi.nlm.nih.gov/gene/?term=11504
Pros1	Pros1	protein S (alpha)	19128	https://www.ncbi.nlm.nih.gov/gene/?term=19128
Ifnar2	Ifnar2	interferon (alpha and beta) receptor 2	15976	https://www.ncbi.nlm.nih.gov/gene/?term=15976
Lima1	Lima1	LIM domain and actin binding 1	65970	https://www.ncbi.nlm.nih.gov/gene/?term=65970
Vwa5a	Vwa5a	von Willebrand factor A domain containing 5A	67776	https://www.ncbi.nlm.nih.gov/gene/?term=67776
Parp3	Parp3	poly (ADP-ribose) polymerase family, member 3	235587	https://www.ncbi.nlm.nih.gov/gene/?term=235587
Tmem176a	Tmem176a	transmembrane protein 176A	66058	https://www.ncbi.nlm.nih.gov/gene/?term=66058
Acat2	Acat2	acetyl-Coenzyme A acetyltransferase 2	110460	https://www.ncbi.nlm.nih.gov/gene/?term=110460
Smoc2	Smoc2	SPARC related modular calcium binding 2	64074	https://www.ncbi.nlm.nih.gov/gene/?term=64074
Tapbp	Tapbp	TAP binding protein	21356	https://www.ncbi.nlm.nih.gov/gene/?term=21356
Aqp4	Aqp4	aquaporin 4	11829	https://www.ncbi.nlm.nih.gov/gene/?term=11829
Cd74	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	16149	https://www.ncbi.nlm.nih.gov/gene/?term=16149
Csf1r	Csf1r	colony stimulating factor 1 receptor	12978	https://www.ncbi.nlm.nih.gov/gene/?term=12978
Rab3il1	Rab3il1	RAB3A interacting protein (rabin3)-like 1	74760	https://www.ncbi.nlm.nih.gov/gene/?term=74760
Fam111a	Fam111a	family with sequence similarity 111, member A	107373	https://www.ncbi.nlm.nih.gov/gene/?term=107373
Frmd8	Frmd8	FERM domain containing 8	67457	https://www.ncbi.nlm.nih.gov/gene/?term=67457
Efemp2	Efemp2	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	58859	https://www.ncbi.nlm.nih.gov/gene/?term=58859
Lrp5	Lrp5	low density lipoprotein receptor-related protein 5	16973	https://www.ncbi.nlm.nih.gov/gene/?term=16973
Ltbp3	Ltbp3	latent transforming growth factor beta binding protein 3	16998	https://www.ncbi.nlm.nih.gov/gene/?term=16998
Plcb3	Plcb3	phospholipase C, beta 3	18797	https://www.ncbi.nlm.nih.gov/gene/?term=18797
Fermt3	Fermt3	fermitin family member 3	108101	https://www.ncbi.nlm.nih.gov/gene/?term=108101
Gpam	Gpam	glycerol-3-phosphate acyltransferase, mitochondrial	14732	https://www.ncbi.nlm.nih.gov/gene/?term=14732
Plce1	Plce1	phospholipase C, epsilon 1	74055	https://www.ncbi.nlm.nih.gov/gene/?term=74055
Add3	Add3	adducin 3 (gamma)	27360	https://www.ncbi.nlm.nih.gov/gene/?term=27360
P4hb	P4hb	prolyl 4-hydroxylase, beta polypeptide	18453	https://www.ncbi.nlm.nih.gov/gene/?term=18453
Hexa	Hexa	hexosaminidase A	15211	https://www.ncbi.nlm.nih.gov/gene/?term=15211
Sat1	Sat1	spermidine/spermine N1-acetyl transferase 1	20229	https://www.ncbi.nlm.nih.gov/gene/?term=20229
Itga7	Itga7	integrin alpha 7	16404	https://www.ncbi.nlm.nih.gov/gene/?term=16404
Cd63	Cd63	CD63 antigen	12512	https://www.ncbi.nlm.nih.gov/gene/?term=12512
Ifitm3	Ifitm3	interferon induced transmembrane protein 3	66141	https://www.ncbi.nlm.nih.gov/gene/?term=66141
Cd151	Cd151	CD151 antigen	12476	https://www.ncbi.nlm.nih.gov/gene/?term=12476
Gusb	Gusb	glucuronidase, beta	110006	https://www.ncbi.nlm.nih.gov/gene/?term=110006
Hadha	Hadha	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	97212	https://www.ncbi.nlm.nih.gov/gene/?term=97212
Itgb1	Itgb1	integrin beta 1 (fibronectin receptor beta)	16412	https://www.ncbi.nlm.nih.gov/gene/?term=16412
Tram1	Tram1	translocating chain-associating membrane protein 1	72265	https://www.ncbi.nlm.nih.gov/gene/?term=72265
Cflar	Cflar	CASP8 and FADD-like apoptosis regulator	12633	https://www.ncbi.nlm.nih.gov/gene/?term=12633
Slc11a1	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	18173	https://www.ncbi.nlm.nih.gov/gene/?term=18173
Fn1	Fn1	fibronectin 1	14268	https://www.ncbi.nlm.nih.gov/gene/?term=14268
Sp100	Sp100	nuclear antigen Sp100	20684	https://www.ncbi.nlm.nih.gov/gene/?term=20684
Serpine2	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	20720	https://www.ncbi.nlm.nih.gov/gene/?term=20720
Mlph	Mlph	melanophilin	171531	https://www.ncbi.nlm.nih.gov/gene/?term=171531
Tfcp2l1	Tfcp2l1	transcription factor CP2-like 1	81879	https://www.ncbi.nlm.nih.gov/gene/?term=81879
Dbi	Dbi	diazepam binding inhibitor	13167	https://www.ncbi.nlm.nih.gov/gene/?term=13167
Cyb5r1	Cyb5r1	cytochrome b5 reductase 1	72017	https://www.ncbi.nlm.nih.gov/gene/?term=72017
Mr1	Mr1	major histocompatibility complex, class I-related	15064	https://www.ncbi.nlm.nih.gov/gene/?term=15064
Tagln2	Tagln2	transgelin 2	21346	https://www.ncbi.nlm.nih.gov/gene/?term=21346
Soat1	Soat1	sterol O-acyltransferase 1	20652	https://www.ncbi.nlm.nih.gov/gene/?term=20652
Fcgr2b	Fcgr2b	Fc receptor, IgG, low affinity IIb	14130	https://www.ncbi.nlm.nih.gov/gene/?term=14130
Prdx6	Prdx6	peroxiredoxin 6	11758	https://www.ncbi.nlm.nih.gov/gene/?term=11758
Vim	Vim	vimentin	22352	https://www.ncbi.nlm.nih.gov/gene/?term=22352
Plxdc2	Plxdc2	plexin domain containing 2	67448	https://www.ncbi.nlm.nih.gov/gene/?term=67448
Nek6	Nek6	NIMA (never in mitosis gene a)-related expressed kinase 6	59126	https://www.ncbi.nlm.nih.gov/gene/?term=59126
Apbb1ip	Apbb1ip	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	54519	https://www.ncbi.nlm.nih.gov/gene/?term=54519
Stom	Stom	stomatin	13830	https://www.ncbi.nlm.nih.gov/gene/?term=13830
Dpp7	Dpp7	dipeptidylpeptidase 7	83768	https://www.ncbi.nlm.nih.gov/gene/?term=83768
Tfpi	Tfpi	tissue factor pathway inhibitor	21788	https://www.ncbi.nlm.nih.gov/gene/?term=21788
Itga6	Itga6	integrin alpha 6	16403	https://www.ncbi.nlm.nih.gov/gene/?term=16403
Ehd4	Ehd4	EH-domain containing 4	98878	https://www.ncbi.nlm.nih.gov/gene/?term=98878
Rrbp1	Rrbp1	ribosome binding protein 1	81910	https://www.ncbi.nlm.nih.gov/gene/?term=81910
Cd93	Cd93	CD93 antigen	17064	https://www.ncbi.nlm.nih.gov/gene/?term=17064
Cst3	Cst3	cystatin C	13010	https://www.ncbi.nlm.nih.gov/gene/?term=13010
Rpn2	Rpn2	ribophorin II	20014	https://www.ncbi.nlm.nih.gov/gene/?term=20014
Anxa5	Anxa5	annexin A5	11747	https://www.ncbi.nlm.nih.gov/gene/?term=11747
Serp1	Serp1	stress-associated endoplasmic reticulum protein 1	28146	https://www.ncbi.nlm.nih.gov/gene/?term=28146
Olfml3	Olfml3	olfactomedin-like 3	99543	https://www.ncbi.nlm.nih.gov/gene/?term=99543
Rab13	Rab13	RAB13, member RAS oncogene family	68328	https://www.ncbi.nlm.nih.gov/gene/?term=68328
Gba	Gba	glucosidase, beta, acid	14466	https://www.ncbi.nlm.nih.gov/gene/?term=14466
Dapp1	Dapp1	dual adaptor for phosphotyrosine and 3-phosphoinositides 1	26377	https://www.ncbi.nlm.nih.gov/gene/?term=26377
Nfkb1	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	18033	https://www.ncbi.nlm.nih.gov/gene/?term=18033
Ddah1	Ddah1	dimethylarginine dimethylaminohydrolase 1	69219	https://www.ncbi.nlm.nih.gov/gene/?term=69219
Cpne3	Cpne3	copine III	70568	https://www.ncbi.nlm.nih.gov/gene/?term=70568
Gbp2	Gbp2	guanylate binding protein 2	14469	https://www.ncbi.nlm.nih.gov/gene/?term=14469
Tln1	Tln1	talin 1	21894	https://www.ncbi.nlm.nih.gov/gene/?term=21894
Pdpn	Pdpn	podoplanin	14726	https://www.ncbi.nlm.nih.gov/gene/?term=14726
Tnfrsf1b	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	21938	https://www.ncbi.nlm.nih.gov/gene/?term=21938
Fuca1	Fuca1	fucosidase, alpha-L- 1, tissue	71665	https://www.ncbi.nlm.nih.gov/gene/?term=71665
Csf3r	Csf3r	colony stimulating factor 3 receptor (granulocyte)	12986	https://www.ncbi.nlm.nih.gov/gene/?term=12986
Wasf2	Wasf2	WAS protein family, member 2	242687	https://www.ncbi.nlm.nih.gov/gene/?term=242687
Necap2	Necap2	NECAP endocytosis associated 2	66147	https://www.ncbi.nlm.nih.gov/gene/?term=66147
Abcb1b	Abcb1b	ATP-binding cassette, sub-family B (MDR/TAP), member 1B	18669	https://www.ncbi.nlm.nih.gov/gene/?term=18669
Slc2a5	Slc2a5	solute carrier family 2 (facilitated glucose transporter), member 5	56485	https://www.ncbi.nlm.nih.gov/gene/?term=56485
Man2b2	Man2b2	mannosidase 2, alpha B2	17160	https://www.ncbi.nlm.nih.gov/gene/?term=17160
Pdgfra	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	18595	https://www.ncbi.nlm.nih.gov/gene/?term=18595
Spp1	Spp1	secreted phosphoprotein 1	20750	https://www.ncbi.nlm.nih.gov/gene/?term=20750
P2rx7	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	18439	https://www.ncbi.nlm.nih.gov/gene/?term=18439
Anxa3	Anxa3	annexin A3	11745	https://www.ncbi.nlm.nih.gov/gene/?term=11745
Oasl2	Oasl2	2'-5' oligoadenylate synthetase-like 2	23962	https://www.ncbi.nlm.nih.gov/gene/?term=23962
Arpc1b	Arpc1b	actin related protein 2/3 complex, subunit 1B	11867	https://www.ncbi.nlm.nih.gov/gene/?term=11867
Tsc22d4	Tsc22d4	TSC22 domain family, member 4	78829	https://www.ncbi.nlm.nih.gov/gene/?term=78829
Irf5	Irf5	interferon regulatory factor 5	27056	https://www.ncbi.nlm.nih.gov/gene/?term=27056
Tmem176b	Tmem176b	transmembrane protein 176B	65963	https://www.ncbi.nlm.nih.gov/gene/?term=65963
Gpnmb	Gpnmb	glycoprotein (transmembrane) nmb	93695	https://www.ncbi.nlm.nih.gov/gene/?term=93695
Zc3hav1	Zc3hav1	zinc finger CCCH type, antiviral 1	78781	https://www.ncbi.nlm.nih.gov/gene/?term=78781
Tbxas1	Tbxas1	thromboxane A synthase 1, platelet	21391	https://www.ncbi.nlm.nih.gov/gene/?term=21391
Anxa4	Anxa4	annexin A4	11746	https://www.ncbi.nlm.nih.gov/gene/?term=11746
Lrig1	Lrig1	leucine-rich repeats and immunoglobulin-like domains 1	16206	https://www.ncbi.nlm.nih.gov/gene/?term=16206
Aldh1l1	Aldh1l1	aldehyde dehydrogenase 1 family, member L1	107747	https://www.ncbi.nlm.nih.gov/gene/?term=107747
Edem1	Edem1	ER degradation enhancer, mannosidase alpha-like 1	192193	https://www.ncbi.nlm.nih.gov/gene/?term=192193
Lag3	Lag3	lymphocyte-activation gene 3	16768	https://www.ncbi.nlm.nih.gov/gene/?term=16768
Arhgdib	Arhgdib	Rho, GDP dissociation inhibitor (GDI) beta	11857	https://www.ncbi.nlm.nih.gov/gene/?term=11857
Ltbr	Ltbr	lymphotoxin B receptor	17000	https://www.ncbi.nlm.nih.gov/gene/?term=17000
Tnfrsf1a	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	21937	https://www.ncbi.nlm.nih.gov/gene/?term=21937
Cd9	Cd9	CD9 antigen	12527	https://www.ncbi.nlm.nih.gov/gene/?term=12527
Iqgap1	Iqgap1	IQ motif containing GTPase activating protein 1	29875	https://www.ncbi.nlm.nih.gov/gene/?term=29875
Mvp	Mvp	major vault protein	78388	https://www.ncbi.nlm.nih.gov/gene/?term=78388
Gdpd3	Gdpd3	glycerophosphodiester phosphodiesterase domain containing 3	68616	https://www.ncbi.nlm.nih.gov/gene/?term=68616
Cln3	Cln3	ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	12752	https://www.ncbi.nlm.nih.gov/gene/?term=12752
Slco2b1	Slco2b1	solute carrier organic anion transporter family, member 2b1	101488	https://www.ncbi.nlm.nih.gov/gene/?term=101488
Il4ra	Il4ra	interleukin 4 receptor, alpha	16190	https://www.ncbi.nlm.nih.gov/gene/?term=16190
Nsmce1	Nsmce1	NSE1 homolog, SMC5-SMC6 complex component	67711	https://www.ncbi.nlm.nih.gov/gene/?term=67711
Itgam	Itgam	integrin alpha M	16409	https://www.ncbi.nlm.nih.gov/gene/?term=16409
Cd37	Cd37	CD37 antigen	12493	https://www.ncbi.nlm.nih.gov/gene/?term=12493
Nucb1	Nucb1	nucleobindin 1	18220	https://www.ncbi.nlm.nih.gov/gene/?term=18220
Rgs10	Rgs10	regulator of G-protein signalling 10	67865	https://www.ncbi.nlm.nih.gov/gene/?term=67865
Tpp1	Tpp1	tripeptidyl peptidase I	12751	https://www.ncbi.nlm.nih.gov/gene/?term=12751
Msn	Msn	moesin	17698	https://www.ncbi.nlm.nih.gov/gene/?term=17698
Col4a1	Col4a1	collagen, type IV, alpha 1	12826	https://www.ncbi.nlm.nih.gov/gene/?term=12826
Col4a2	Col4a2	collagen, type IV, alpha 2	12827	https://www.ncbi.nlm.nih.gov/gene/?term=12827
Scrg1	Scrg1	scrapie responsive gene 1	20284	https://www.ncbi.nlm.nih.gov/gene/?term=20284
