userId	geneSymbol	geneName	entrezgene	gLink
Atp1b1	Atp1b1	ATPase, Na+/K+ transporting, beta 1 polypeptide	11931	https://www.ncbi.nlm.nih.gov/gene/?term=11931
Ndrg4	Ndrg4	N-myc downstream regulated gene 4	234593	https://www.ncbi.nlm.nih.gov/gene/?term=234593
Dnajc27	Dnajc27	DnaJ heat shock protein family (Hsp40) member C27	217378	https://www.ncbi.nlm.nih.gov/gene/?term=217378
Cbx4	Cbx4	chromobox 4	12418	https://www.ncbi.nlm.nih.gov/gene/?term=12418
Tbc1d30	Tbc1d30	TBC1 domain family, member 30	74694	https://www.ncbi.nlm.nih.gov/gene/?term=74694
Stxbp1	Stxbp1	syntaxin binding protein 1	20910	https://www.ncbi.nlm.nih.gov/gene/?term=20910
Slc32a1	Slc32a1	solute carrier family 32 (GABA vesicular transporter), member 1	22348	https://www.ncbi.nlm.nih.gov/gene/?term=22348
Dzank1	Dzank1	double zinc ribbon and ankyrin repeat domains 1	241688	https://www.ncbi.nlm.nih.gov/gene/?term=241688
Blmh	Blmh	bleomycin hydrolase	104184	https://www.ncbi.nlm.nih.gov/gene/?term=104184
Fam189a1	Fam189a1	family with sequence similarity 189, member A1	70638	https://www.ncbi.nlm.nih.gov/gene/?term=70638
Fam163b	Fam163b	family with sequence similarity 163, member B	109349	https://www.ncbi.nlm.nih.gov/gene/?term=109349
Gm42372	Gm42372	predicted gene, 42372	105247240	https://www.ncbi.nlm.nih.gov/gene/?term=105247240
Agbl4	Agbl4	ATP/GTP binding protein-like 4	78933	https://www.ncbi.nlm.nih.gov/gene/?term=78933
Mapk9	Mapk9	mitogen-activated protein kinase 9	26420	https://www.ncbi.nlm.nih.gov/gene/?term=26420
Gucy2g	Gucy2g	guanylate cyclase 2g	73707	https://www.ncbi.nlm.nih.gov/gene/?term=73707
Galntl6	Galntl6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	270049	https://www.ncbi.nlm.nih.gov/gene/?term=270049
Grik3	Grik3	glutamate receptor, ionotropic, kainate 3	14807	https://www.ncbi.nlm.nih.gov/gene/?term=14807
Ccdc184	Ccdc184	coiled-coil domain containing 184	239650	https://www.ncbi.nlm.nih.gov/gene/?term=239650
Phf8	Phf8	PHD finger protein 8	320595	https://www.ncbi.nlm.nih.gov/gene/?term=320595
Pcdhga11	Pcdhga11	protocadherin gamma subfamily A, 11	93723	https://www.ncbi.nlm.nih.gov/gene/?term=93723
Cyfip2	Cyfip2	cytoplasmic FMR1 interacting protein 2	76884	https://www.ncbi.nlm.nih.gov/gene/?term=76884
Rtn1	Rtn1	reticulon 1	104001	https://www.ncbi.nlm.nih.gov/gene/?term=104001
Cend1	Cend1	cell cycle exit and neuronal differentiation 1	57754	https://www.ncbi.nlm.nih.gov/gene/?term=57754
Ppm1l	Ppm1l	protein phosphatase 1 (formerly 2C)-like	242083	https://www.ncbi.nlm.nih.gov/gene/?term=242083
Dnm1	Dnm1	dynamin 1	13429	https://www.ncbi.nlm.nih.gov/gene/?term=13429
Mapre2	Mapre2	microtubule-associated protein, RP/EB family, member 2	212307	https://www.ncbi.nlm.nih.gov/gene/?term=212307
Lypd6	Lypd6	LY6/PLAUR domain containing 6	320343	https://www.ncbi.nlm.nih.gov/gene/?term=320343
Abcg4	Abcg4	ATP binding cassette subfamily G member 4	192663	https://www.ncbi.nlm.nih.gov/gene/?term=192663
Syp	Syp	synaptophysin	20977	https://www.ncbi.nlm.nih.gov/gene/?term=20977
Rapgef2	Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2	76089	https://www.ncbi.nlm.nih.gov/gene/?term=76089
Bri3bp	Bri3bp	Bri3 binding protein	76809	https://www.ncbi.nlm.nih.gov/gene/?term=76809
Slit2	Slit2	slit guidance ligand 2	20563	https://www.ncbi.nlm.nih.gov/gene/?term=20563
Kcnab1	Kcnab1	potassium voltage-gated channel, shaker-related subfamily, beta member 1	16497	https://www.ncbi.nlm.nih.gov/gene/?term=16497
Gpr137c	Gpr137c	G protein-coupled receptor 137C	70713	https://www.ncbi.nlm.nih.gov/gene/?term=70713
Atg13	Atg13	autophagy related 13	51897	https://www.ncbi.nlm.nih.gov/gene/?term=51897
Oxct1	Oxct1	3-oxoacid CoA transferase 1	67041	https://www.ncbi.nlm.nih.gov/gene/?term=67041
Ssbp2	Ssbp2	single-stranded DNA binding protein 2	66970	https://www.ncbi.nlm.nih.gov/gene/?term=66970
Got2	Got2	glutamatic-oxaloacetic transaminase 2, mitochondrial	14719	https://www.ncbi.nlm.nih.gov/gene/?term=14719
Erbb4	Erbb4	erb-b2 receptor tyrosine kinase 4	13869	https://www.ncbi.nlm.nih.gov/gene/?term=13869
Lancl1	Lancl1	LanC (bacterial lantibiotic synthetase component C)-like 1	14768	https://www.ncbi.nlm.nih.gov/gene/?term=14768
Mat2b	Mat2b	methionine adenosyltransferase II, beta	108645	https://www.ncbi.nlm.nih.gov/gene/?term=108645
Ckmt1	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous	12716	https://www.ncbi.nlm.nih.gov/gene/?term=12716
Ptprn2	Ptprn2	protein tyrosine phosphatase, receptor type, N polypeptide 2	19276	https://www.ncbi.nlm.nih.gov/gene/?term=19276
Tmem151a	Tmem151a	transmembrane protein 151A	381199	https://www.ncbi.nlm.nih.gov/gene/?term=381199
Rasgrf1	Rasgrf1	RAS protein-specific guanine nucleotide-releasing factor 1	19417	https://www.ncbi.nlm.nih.gov/gene/?term=19417
Kcnip4	Kcnip4	Kv channel interacting protein 4	80334	https://www.ncbi.nlm.nih.gov/gene/?term=80334
Grsf1	Grsf1	G-rich RNA sequence binding factor 1	231413	https://www.ncbi.nlm.nih.gov/gene/?term=231413
Tbr1	Tbr1	T-box brain gene 1	21375	https://www.ncbi.nlm.nih.gov/gene/?term=21375
Prepl	Prepl	prolyl endopeptidase-like	213760	https://www.ncbi.nlm.nih.gov/gene/?term=213760
Zfp365	Zfp365	zinc finger protein 365	216049	https://www.ncbi.nlm.nih.gov/gene/?term=216049
Arhgap32	Arhgap32	Rho GTPase activating protein 32	330914	https://www.ncbi.nlm.nih.gov/gene/?term=330914
Amigo1	Amigo1	adhesion molecule with Ig like domain 1	229715	https://www.ncbi.nlm.nih.gov/gene/?term=229715
Lgr5	Lgr5	leucine rich repeat containing G protein coupled receptor 5	14160	https://www.ncbi.nlm.nih.gov/gene/?term=14160
Hdac11	Hdac11	histone deacetylase 11	232232	https://www.ncbi.nlm.nih.gov/gene/?term=232232
Map3k9	Map3k9	mitogen-activated protein kinase kinase kinase 9	338372	https://www.ncbi.nlm.nih.gov/gene/?term=338372
Sept6	Sept6	septin 6	56526	https://www.ncbi.nlm.nih.gov/gene/?term=56526
Dnajc6	Dnajc6	DnaJ heat shock protein family (Hsp40) member C6	72685	https://www.ncbi.nlm.nih.gov/gene/?term=72685
Zrsr1	Zrsr1	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1	22183	https://www.ncbi.nlm.nih.gov/gene/?term=22183
Sgtb	Sgtb	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	218544	https://www.ncbi.nlm.nih.gov/gene/?term=218544
Mdh1	Mdh1	malate dehydrogenase 1, NAD (soluble)	17449	https://www.ncbi.nlm.nih.gov/gene/?term=17449
Chrna4	Chrna4	cholinergic receptor, nicotinic, alpha polypeptide 4	11438	https://www.ncbi.nlm.nih.gov/gene/?term=11438
Tppp	Tppp	tubulin polymerization promoting protein	72948	https://www.ncbi.nlm.nih.gov/gene/?term=72948
Nmnat2	Nmnat2	nicotinamide nucleotide adenylyltransferase 2	226518	https://www.ncbi.nlm.nih.gov/gene/?term=226518
Aak1	Aak1	AP2 associated kinase 1	269774	https://www.ncbi.nlm.nih.gov/gene/?term=269774
Ctnna2	Ctnna2	catenin (cadherin associated protein), alpha 2	12386	https://www.ncbi.nlm.nih.gov/gene/?term=12386
Arid1b	Arid1b	AT rich interactive domain 1B (SWI-like)	239985	https://www.ncbi.nlm.nih.gov/gene/?term=239985
Tcap	Tcap	titin-cap	21393	https://www.ncbi.nlm.nih.gov/gene/?term=21393
Bcl7a	Bcl7a	B cell CLL/lymphoma 7A	77045	https://www.ncbi.nlm.nih.gov/gene/?term=77045
Gucy1b1	Gucy1b1	guanylate cyclase 1, soluble, beta 1	54195	https://www.ncbi.nlm.nih.gov/gene/?term=54195
Tbc1d9	Tbc1d9	TBC1 domain family, member 9	71310	https://www.ncbi.nlm.nih.gov/gene/?term=71310
Nalcn	Nalcn	sodium leak channel, non-selective	338370	https://www.ncbi.nlm.nih.gov/gene/?term=338370
Trim32	Trim32	tripartite motif-containing 32	69807	https://www.ncbi.nlm.nih.gov/gene/?term=69807
Enpp5	Enpp5	ectonucleotide pyrophosphatase/phosphodiesterase 5	83965	https://www.ncbi.nlm.nih.gov/gene/?term=83965
Cplx3	Cplx3	complexin 3	235415	https://www.ncbi.nlm.nih.gov/gene/?term=235415
Ccsap	Ccsap	centriole, cilia and spindle associated protein	73420	https://www.ncbi.nlm.nih.gov/gene/?term=73420
1700025G04Rik	1700025G04Rik	RIKEN cDNA 1700025G04 gene	69399	https://www.ncbi.nlm.nih.gov/gene/?term=69399
Pnkd	Pnkd	paroxysmal nonkinesiogenic dyskinesia	56695	https://www.ncbi.nlm.nih.gov/gene/?term=56695
Calm2	Calm2	calmodulin 2	12314	https://www.ncbi.nlm.nih.gov/gene/?term=12314
Kat14	Kat14	lysine acetyltransferase 14	228714	https://www.ncbi.nlm.nih.gov/gene/?term=228714
Stmn1	Stmn1	stathmin 1	16765	https://www.ncbi.nlm.nih.gov/gene/?term=16765
Kcnc1	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1	16502	https://www.ncbi.nlm.nih.gov/gene/?term=16502
Mapk10	Mapk10	mitogen-activated protein kinase 10	26414	https://www.ncbi.nlm.nih.gov/gene/?term=26414
Atrn	Atrn	attractin	11990	https://www.ncbi.nlm.nih.gov/gene/?term=11990
Fezf2	Fezf2	Fez family zinc finger 2	54713	https://www.ncbi.nlm.nih.gov/gene/?term=54713
Pcdhga9	Pcdhga9	protocadherin gamma subfamily A, 9	93717	https://www.ncbi.nlm.nih.gov/gene/?term=93717
Setbp1	Setbp1	SET binding protein 1	240427	https://www.ncbi.nlm.nih.gov/gene/?term=240427
Bcas3	Bcas3	breast carcinoma amplified sequence 3	192197	https://www.ncbi.nlm.nih.gov/gene/?term=192197
Syt11	Syt11	synaptotagmin XI	229521	https://www.ncbi.nlm.nih.gov/gene/?term=229521
Arpp19	Arpp19	cAMP-regulated phosphoprotein 19	59046	https://www.ncbi.nlm.nih.gov/gene/?term=59046
Chrnb2	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	11444	https://www.ncbi.nlm.nih.gov/gene/?term=11444
Ldhb	Ldhb	lactate dehydrogenase B	16832	https://www.ncbi.nlm.nih.gov/gene/?term=16832
Champ1	Champ1	chromosome alignment maintaining phosphoprotein 1	101994	https://www.ncbi.nlm.nih.gov/gene/?term=101994
Adgra1	Adgra1	adhesion G protein-coupled receptor A1	52389	https://www.ncbi.nlm.nih.gov/gene/?term=52389
Klhl23	Klhl23	kelch-like 23	277396	https://www.ncbi.nlm.nih.gov/gene/?term=277396
Slc38a1	Slc38a1	solute carrier family 38, member 1	105727	https://www.ncbi.nlm.nih.gov/gene/?term=105727
Diras1	Diras1	DIRAS family, GTP-binding RAS-like 1	208666	https://www.ncbi.nlm.nih.gov/gene/?term=208666
Ap3m2	Ap3m2	adaptor-related protein complex 3, mu 2 subunit	64933	https://www.ncbi.nlm.nih.gov/gene/?term=64933
Ppm1e	Ppm1e	protein phosphatase 1E (PP2C domain containing)	320472	https://www.ncbi.nlm.nih.gov/gene/?term=320472
1500004A13Rik	1500004A13Rik	RIKEN cDNA 1500004A13 gene	319830	https://www.ncbi.nlm.nih.gov/gene/?term=319830
Rmnd5a	Rmnd5a	required for meiotic nuclear division 5 homolog A	68477	https://www.ncbi.nlm.nih.gov/gene/?term=68477
Zmat4	Zmat4	zinc finger, matrin type 4	320158	https://www.ncbi.nlm.nih.gov/gene/?term=320158
Brinp1	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	56710	https://www.ncbi.nlm.nih.gov/gene/?term=56710
Rab11fip4	Rab11fip4	RAB11 family interacting protein 4 (class II)	268451	https://www.ncbi.nlm.nih.gov/gene/?term=268451
Prmt9	Prmt9	protein arginine methyltransferase 9	102182	https://www.ncbi.nlm.nih.gov/gene/?term=102182
Prkcb	Prkcb	protein kinase C, beta	18751	https://www.ncbi.nlm.nih.gov/gene/?term=18751
Sncb	Sncb	synuclein, beta	104069	https://www.ncbi.nlm.nih.gov/gene/?term=104069
Herc1	Herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	235439	https://www.ncbi.nlm.nih.gov/gene/?term=235439
Cntnap2	Cntnap2	contactin associated protein-like 2	66797	https://www.ncbi.nlm.nih.gov/gene/?term=66797
Cdkl4	Cdkl4	cyclin-dependent kinase-like 4	381113	https://www.ncbi.nlm.nih.gov/gene/?term=381113
Zfp536	Zfp536	zinc finger protein 536	243937	https://www.ncbi.nlm.nih.gov/gene/?term=243937
Etv1	Etv1	ets variant 1	14009	https://www.ncbi.nlm.nih.gov/gene/?term=14009
Habp4	Habp4	hyaluronic acid binding protein 4	56541	https://www.ncbi.nlm.nih.gov/gene/?term=56541
Kcnj9	Kcnj9	potassium inwardly-rectifying channel, subfamily J, member 9	16524	https://www.ncbi.nlm.nih.gov/gene/?term=16524
Ppp2r2a	Ppp2r2a	protein phosphatase 2, regulatory subunit B, alpha	71978	https://www.ncbi.nlm.nih.gov/gene/?term=71978
Arel1	Arel1	apoptosis resistant E3 ubiquitin protein ligase 1	68497	https://www.ncbi.nlm.nih.gov/gene/?term=68497
Exoc3	Exoc3	exocyst complex component 3	211446	https://www.ncbi.nlm.nih.gov/gene/?term=211446
Gng4	Gng4	guanine nucleotide binding protein (G protein), gamma 4	14706	https://www.ncbi.nlm.nih.gov/gene/?term=14706
Pld3	Pld3	phospholipase D family, member 3	18807	https://www.ncbi.nlm.nih.gov/gene/?term=18807
Fam219a	Fam219a	family with sequence similarity 219, member A	71901	https://www.ncbi.nlm.nih.gov/gene/?term=71901
Asic4	Asic4	acid-sensing (proton-gated) ion channel family member 4	241118	https://www.ncbi.nlm.nih.gov/gene/?term=241118
Ppp2r5d	Ppp2r5d	protein phosphatase 2, regulatory subunit B', delta	21770	https://www.ncbi.nlm.nih.gov/gene/?term=21770
Synj1	Synj1	synaptojanin 1	104015	https://www.ncbi.nlm.nih.gov/gene/?term=104015
Grin1	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	14810	https://www.ncbi.nlm.nih.gov/gene/?term=14810
Adamts8	Adamts8	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8	30806	https://www.ncbi.nlm.nih.gov/gene/?term=30806
Peg13	Peg13	paternally expressed 13	353342	https://www.ncbi.nlm.nih.gov/gene/?term=353342
Chd8	Chd8	chromodomain helicase DNA binding protein 8	67772	https://www.ncbi.nlm.nih.gov/gene/?term=67772
Faim2	Faim2	Fas apoptotic inhibitory molecule 2	72393	https://www.ncbi.nlm.nih.gov/gene/?term=72393
Scn2a	Scn2a	sodium channel, voltage-gated, type II, alpha	110876	https://www.ncbi.nlm.nih.gov/gene/?term=110876
Dnajc15	Dnajc15	DnaJ heat shock protein family (Hsp40) member C15	66148	https://www.ncbi.nlm.nih.gov/gene/?term=66148
Bcat1	Bcat1	branched chain aminotransferase 1, cytosolic	12035	https://www.ncbi.nlm.nih.gov/gene/?term=12035
Hs6st1	Hs6st1	heparan sulfate 6-O-sulfotransferase 1	50785	https://www.ncbi.nlm.nih.gov/gene/?term=50785
Vsnl1	Vsnl1	visinin-like 1	26950	https://www.ncbi.nlm.nih.gov/gene/?term=26950
Glrx	Glrx	glutaredoxin	93692	https://www.ncbi.nlm.nih.gov/gene/?term=93692
Robo2	Robo2	roundabout guidance receptor 2	268902	https://www.ncbi.nlm.nih.gov/gene/?term=268902
Atp2a2	Atp2a2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	11938	https://www.ncbi.nlm.nih.gov/gene/?term=11938
Pcnx2	Pcnx2	pecanex homolog 2	270109	https://www.ncbi.nlm.nih.gov/gene/?term=270109
Ncoa2	Ncoa2	nuclear receptor coactivator 2	17978	https://www.ncbi.nlm.nih.gov/gene/?term=17978
Rap1gds1	Rap1gds1	RAP1, GTP-GDP dissociation stimulator 1	229877	https://www.ncbi.nlm.nih.gov/gene/?term=229877
Mtus2	Mtus2	microtubule associated tumor suppressor candidate 2	77521	https://www.ncbi.nlm.nih.gov/gene/?term=77521
Nsf	Nsf	N-ethylmaleimide sensitive fusion protein	18195	https://www.ncbi.nlm.nih.gov/gene/?term=18195
Osbpl1a	Osbpl1a	oxysterol binding protein-like 1A	64291	https://www.ncbi.nlm.nih.gov/gene/?term=64291
Ttll7	Ttll7	tubulin tyrosine ligase-like family, member 7	70892	https://www.ncbi.nlm.nih.gov/gene/?term=70892
Samd4	Samd4	sterile alpha motif domain containing 4	74480	https://www.ncbi.nlm.nih.gov/gene/?term=74480
Slc5a5	Slc5a5	solute carrier family 5 (sodium iodide symporter), member 5	114479	https://www.ncbi.nlm.nih.gov/gene/?term=114479
Hivep2	Hivep2	human immunodeficiency virus type I enhancer binding protein 2	15273	https://www.ncbi.nlm.nih.gov/gene/?term=15273
Cby1	Cby1	chibby family member 1, beta catenin antagonist	73739	https://www.ncbi.nlm.nih.gov/gene/?term=73739
Auh	Auh	AU RNA binding protein/enoyl-coenzyme A hydratase	11992	https://www.ncbi.nlm.nih.gov/gene/?term=11992
Ddx25	Ddx25	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25	30959	https://www.ncbi.nlm.nih.gov/gene/?term=30959
Gm2824	Gm2824	predicted gene 2824	100040529	https://www.ncbi.nlm.nih.gov/gene/?term=100040529
Ptprm	Ptprm	protein tyrosine phosphatase, receptor type, M	19274	https://www.ncbi.nlm.nih.gov/gene/?term=19274
Gak	Gak	cyclin G associated kinase	231580	https://www.ncbi.nlm.nih.gov/gene/?term=231580
Stxbp5l	Stxbp5l	syntaxin binding protein 5-like	207227	https://www.ncbi.nlm.nih.gov/gene/?term=207227
Hs6st3	Hs6st3	heparan sulfate 6-O-sulfotransferase 3	50787	https://www.ncbi.nlm.nih.gov/gene/?term=50787
Foxp4	Foxp4	forkhead box P4	74123	https://www.ncbi.nlm.nih.gov/gene/?term=74123
Fam196a	Fam196a	family with sequence similarity 196, member A	627214	https://www.ncbi.nlm.nih.gov/gene/?term=627214
Ttpal	Ttpal	tocopherol (alpha) transfer protein-like	76080	https://www.ncbi.nlm.nih.gov/gene/?term=76080
Phactr3	Phactr3	phosphatase and actin regulator 3	74189	https://www.ncbi.nlm.nih.gov/gene/?term=74189
Nptn	Nptn	neuroplastin	20320	https://www.ncbi.nlm.nih.gov/gene/?term=20320
Sept8	Sept8	septin 8	20362	https://www.ncbi.nlm.nih.gov/gene/?term=20362
Pvalb	Pvalb	parvalbumin	19293	https://www.ncbi.nlm.nih.gov/gene/?term=19293
Rnf227	Rnf227	ring finger protein 227	80515	https://www.ncbi.nlm.nih.gov/gene/?term=80515
Eftud2	Eftud2	elongation factor Tu GTP binding domain containing 2	20624	https://www.ncbi.nlm.nih.gov/gene/?term=20624
Fbxo9	Fbxo9	f-box protein 9	71538	https://www.ncbi.nlm.nih.gov/gene/?term=71538
Pamr1	Pamr1	peptidase domain containing associated with muscle regeneration 1	210622	https://www.ncbi.nlm.nih.gov/gene/?term=210622
Nr1d2	Nr1d2	nuclear receptor subfamily 1, group D, member 2	353187	https://www.ncbi.nlm.nih.gov/gene/?term=353187
Clstn1	Clstn1	calsyntenin 1	65945	https://www.ncbi.nlm.nih.gov/gene/?term=65945
Hspa12a	Hspa12a	heat shock protein 12A	73442	https://www.ncbi.nlm.nih.gov/gene/?term=73442
Tubb4a	Tubb4a	tubulin, beta 4A class IVA	22153	https://www.ncbi.nlm.nih.gov/gene/?term=22153
Sik3	Sik3	SIK family kinase 3	70661	https://www.ncbi.nlm.nih.gov/gene/?term=70661
Gda	Gda	guanine deaminase	14544	https://www.ncbi.nlm.nih.gov/gene/?term=14544
Kcnc2	Kcnc2	potassium voltage gated channel, Shaw-related subfamily, member 2	268345	https://www.ncbi.nlm.nih.gov/gene/?term=268345
Dmxl2	Dmxl2	Dmx-like 2	235380	https://www.ncbi.nlm.nih.gov/gene/?term=235380
Kifap3	Kifap3	kinesin-associated protein 3	16579	https://www.ncbi.nlm.nih.gov/gene/?term=16579
Brd3os	Brd3os	bromodomain containing 3, opposite strand	100504116	https://www.ncbi.nlm.nih.gov/gene/?term=100504116
Sh3rf1	Sh3rf1	SH3 domain containing ring finger 1	59009	https://www.ncbi.nlm.nih.gov/gene/?term=59009
Tshz3	Tshz3	teashirt zinc finger family member 3	243931	https://www.ncbi.nlm.nih.gov/gene/?term=243931
Usp39	Usp39	ubiquitin specific peptidase 39	28035	https://www.ncbi.nlm.nih.gov/gene/?term=28035
Cry1	Cry1	cryptochrome 1 (photolyase-like)	12952	https://www.ncbi.nlm.nih.gov/gene/?term=12952
Prss12	Prss12	protease, serine 12 neurotrypsin (motopsin)	19142	https://www.ncbi.nlm.nih.gov/gene/?term=19142
Asap1	Asap1	ArfGAP with SH3 domain, ankyrin repeat and PH domain1	13196	https://www.ncbi.nlm.nih.gov/gene/?term=13196
Fam49a	Fam49a	family with sequence similarity 49, member A	76820	https://www.ncbi.nlm.nih.gov/gene/?term=76820
Sstr4	Sstr4	somatostatin receptor 4	20608	https://www.ncbi.nlm.nih.gov/gene/?term=20608
Plcl2	Plcl2	phospholipase C-like 2	224860	https://www.ncbi.nlm.nih.gov/gene/?term=224860
Tmem41a	Tmem41a	transmembrane protein 41a	66664	https://www.ncbi.nlm.nih.gov/gene/?term=66664
Brms1l	Brms1l	breast cancer metastasis-suppressor 1-like	52592	https://www.ncbi.nlm.nih.gov/gene/?term=52592
Fbxl16	Fbxl16	F-box and leucine-rich repeat protein 16	214931	https://www.ncbi.nlm.nih.gov/gene/?term=214931
Far2	Far2	fatty acyl CoA reductase 2	330450	https://www.ncbi.nlm.nih.gov/gene/?term=330450
Slc6a1	Slc6a1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	232333	https://www.ncbi.nlm.nih.gov/gene/?term=232333
Spata7	Spata7	spermatogenesis associated 7	104871	https://www.ncbi.nlm.nih.gov/gene/?term=104871
Poc5	Poc5	POC5 centriolar protein	67463	https://www.ncbi.nlm.nih.gov/gene/?term=67463
Smim13	Smim13	small integral membrane protein 13	108934	https://www.ncbi.nlm.nih.gov/gene/?term=108934
Scn2b	Scn2b	sodium channel, voltage-gated, type II, beta	72821	https://www.ncbi.nlm.nih.gov/gene/?term=72821
Gdi1	Gdi1	guanosine diphosphate (GDP) dissociation inhibitor 1	14567	https://www.ncbi.nlm.nih.gov/gene/?term=14567
Kcnc4	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	99738	https://www.ncbi.nlm.nih.gov/gene/?term=99738
Csnk1e	Csnk1e	casein kinase 1, epsilon	27373	https://www.ncbi.nlm.nih.gov/gene/?term=27373
Magi1	Magi1	membrane associated guanylate kinase, WW and PDZ domain containing 1	14924	https://www.ncbi.nlm.nih.gov/gene/?term=14924
Dixdc1	Dixdc1	DIX domain containing 1	330938	https://www.ncbi.nlm.nih.gov/gene/?term=330938
Inpp5j	Inpp5j	inositol polyphosphate 5-phosphatase J	170835	https://www.ncbi.nlm.nih.gov/gene/?term=170835
Mapre3	Mapre3	microtubule-associated protein, RP/EB family, member 3	100732	https://www.ncbi.nlm.nih.gov/gene/?term=100732
Tuba4a	Tuba4a	tubulin, alpha 4A	22145	https://www.ncbi.nlm.nih.gov/gene/?term=22145
Dlg3	Dlg3	discs large MAGUK scaffold protein 3	53310	https://www.ncbi.nlm.nih.gov/gene/?term=53310
Tmem38a	Tmem38a	transmembrane protein 38A	74166	https://www.ncbi.nlm.nih.gov/gene/?term=74166
Ramp3	Ramp3	receptor (calcitonin) activity modifying protein 3	56089	https://www.ncbi.nlm.nih.gov/gene/?term=56089
B230217C12Rik	B230217C12Rik	RIKEN cDNA B230217C12 gene	68127	https://www.ncbi.nlm.nih.gov/gene/?term=68127
Dcaf6	Dcaf6	DDB1 and CUL4 associated factor 6	74106	https://www.ncbi.nlm.nih.gov/gene/?term=74106
Wasf3	Wasf3	WAS protein family, member 3	245880	https://www.ncbi.nlm.nih.gov/gene/?term=245880
Rwdd2a	Rwdd2a	RWD domain containing 2A	69519	https://www.ncbi.nlm.nih.gov/gene/?term=69519
